PERSON_ID,JERSEY_NUMBER,TEAM_ABBREVIATION
202693,88,LAL
77646,null,SHE
1628420,23,IND
201043,33,ATL
2242,44,HOU
202694,24,CLE
200747,6,CHA
77648,12,BOS
77649,32,PHX
201627,11,OKC
1972,23,CLE
77652,4,IND
77653,34,SAS
77654,10,GSW
734,21,MEM
1628405,15,LAC
2069,13,ATL
203102,5,PHI
77634,4-14,GSW
77633,00,SAS
77635,13,BKN
77658,51,DET
203498,15,MIN
1628539,12,MEM
77659,17,BOS
77660,null,HUS
201957,30,CHA
904,17,GSW
77662,23,GSW
942,51,ATL
204098,0,MEM
77664,44,UTA
77665,6,BOM
785,5,MIL
49,77,WAS
1630278,null,SAC
77668,20,LAL
77669,23,HOU
77672,5,NYK
203513,33,CHI
77670,42,LAC
77671,12,GSW
203122,55,UTA
77673,34,POR
77674,41,MIN
2211,14,GSW
1627749,5,NOP
1627750,27,DEN
1631099,13,SAC
77675,4,DET
1631200,24,POR
441,31,LAC
145,30,WAS
77676,40,OKC
203315,23,NYK
203488,50,OKC
202389,21,DEN
77657,null,INO
1626144,15,SAC
1629004,10,UTA
1823,40,MEM
2055,34,TOR
77681,null,INO
77682,17,SAC
2411,7,BKN
1627846,11,PHX
77683,9,DET
77684,null,JET
1924,33,CHA
2059,21,DEN
77685,22,PHX
1631250,35,MIL
1626204,22,CLE
203894,5,POR
77686,null,JET
77688,55,SAC
77687,17,LAL
959,10,PHX
77689,41,LAC
77690,14,ATL
77692,2,UTA
77693,12,NYK
2434,2,MEM
202380,55,WAS
101238,null,LAC
1626254,2,NYK
77694,22,MIA
202390,12,SAS
77695,17,PHI
77696,36,POR
77697,45,SAC
203517,8,GSW
77698,null,WAS
77699,50,MIL
201634,21,GSW
1054,0,PHX
982,13,DAL
939,20,CHI
1129,9,UTA
1630612,5,CLE
1838,8,LAC
1630174,23,IND
77704,51,LAC
1725,12,MIN
203526,19,CLE
77705,21,LAL
77706,15,PHI
77707,52,DET
1116,23,DET
1096,40,ATL
1956,14,CLE
77710,14,HOU
271,2,MIL
1629005,14,CLE
77712,29,CHI
1641803,13,HOU
1627777,31,UTA
77713,16,BOS
203094,44,ORL
1093,15,SAS
77715,24,UTA
77716,27,MIL
77717,23,DET
77718,40,PHX
77719,40,DAL
1630227,12,MIN
77720,23,IND
77721,10,LAL
1630192,22,DEN
201149,55,CHI
77722,14,DET
2804,5,CHI
203457,3,BKN
2749,41,ORL
77701,11,UTA
1629614,2,IND
77727,34,ATL
77728,null,WAS
77729,11,PHI
80,3,LAC
77731,24,POR
983,25,HOU
77732,40,SAS
1629668,25,GSW
77733,8,DET
77734,3,PRO
77735,10,PIT
77736,6,SAC
200779,6,NYK
1629669,4,WAS
1641806,24,HOU
77737,20,WAS
1628373,21,CHA
1629134,20,WAS
203263,21,PHI
203994,30,UTA
77738,21,DAL
1628021,2,OKC
1629670,13,TOR
1022,0,SAS
1525,5,DET
709,31,BKN
77742,3,ATL
77744,7,GSW
77743,null,INO
1626266,28,UTA
200753,13,GSW
203948,8,MIL
77745,7,BOS
77746,null,BAL
77750,null,BOM
77752,null,WAS
77724,19,GSW
77725,null,BAL
999,9,MIL
1626220,00,PHX
77767," ",ATL
203124,9,NYK
77773,15,BAL
77774,null,CHS
77776,null,UTA
891,33,NYK
101177,21,SAS
1627849,32,WAS
201141,20,POR
1885,7,LAL
77747,28,PHI
77748,22,GSW
1628,50,MIA
203317,14,HOU
2731,50,CHA
1626143,13,IND
1629643,18,CLE
1629059,2,PHX
1629006,20,HOU
1630168,17,ATL
1630171,35,CHI
1629644,11,SAC
2246,13,UTA
203506,4,MIA
165,34,HOU
77756,53,SAS
77757,22,CHI
77758,4,DET
77759,44,OKC
1642439,41,LAL
77760,40,LAC
1680,2-31,PHI
1628419,21,ATL
2352,2,GSW
1429,27,BOS
77766,12,ATL
979,7,IND
406,34,LAL
203482,8,SAS
1630647,97,MIN
1629671,81,MEM
202620,50,ORL
1627778,21,HOU
77768,33,WAS
77769,null,BOM
77770,55,NYK
77771,44,UTA
202350,33,PHI
77775,8,PHI
731,00,UTA
77777,12,SAS
77778,14,ATL
77779,null,BOM
1630187,10,TOR
1626162,9,PHI
448,45,ORL
77780,14,GSW
77,24,WAS
101261,20,IND
182,2,GSW
2442,20,MEM
77782,40,LAC
77783," ",ATL
77784,45,PHX
77785,25,LAL
202082,32,BKN
1629745,41,PHX
77786,44,POR
1077,35,GSW
2071,00,OKC
77788,44,WAS
2585,27,ATL
123,14,DEN
2457,5,CHI
77764,null,WAT
1709,41,LAC
77765,10,SAC
77790,null,PRO
1960,3,TOR
77792,19,NYK
77794,31,UTA
1630698,6,CLE
1950,null,ATL
1627834,19,SAC
203123,16,HOU
77797,14,BOM
305,00,BOS
77799,14,ATL
1515,18,TOR
203953,20,BOS
2470,1,LAL
77800,22,GSW
2225,9,SAS
77801,null,INO
685,44,MIN
77802,16,SAC
77803,null,CHS
77804,7,GSW
202718,25,HOU
1629672,0,MIN
1628394,18,WAS
1097,14,SAS
77806,null,WAS
77807,null,PRO
77808,34,LAL
77809,null,WAT
1754,45,MIN
77811,20,DET
203934,13,ATL
202335,54,TOR
1739,23,POR
77812,32-42,CLE
77813,30,WAS
1909,34,UTA
1629873,null,DET
1627779,4,CHA
77815,42,SAC
77816,15,SAC
77817,5,SAS
2562,3,CLE
77818,11,LAL
77819,null,POR
77821,6,ATL
203940,33,MIN
1626166,1,IND
77822,21,PHI
77823,54,ATL
56,20,OKC
77824,18,INO
1627780,0,GSW
77825,null,DEF
77826,null,DEF
200762,4,WAS
77827,54,SAS
324,8,MIN
201593,14,MIN
77828,30,BAL
203658,14,UTA
77829,41,ATL
2130,null,LAL
2667,26,ORL
2632,22,LAC
46,54,SAC
781,55,CHI
1641970,null,MEM
2570,21,BOS
64,14,DAL
77834,11,ATL
200785,19,GSW
1628506,8,CLE
77835,18,PHX
1628383,12,HOU
203464,3,SAS
101108,3,LAC
1628409,25,PHX
77839,43,HOU
77840,15,CHI
1641809,13,CHA
77841,20,PHI
77842,16,WAS
2050,24,TOR
77844,45,POR
101130,10,OKC
77845,3,BKN
1630196,33,PHI
77846,3,HOU
77847,9,ATL
77848,21,SAS
77850,null,SHE
77849," ",GSW
74,5,SAC
77852,14,OKC
77853,17,DET
1629341,22,WAS
77854,51,BKN
77855,7,GSW
1641763,15,CHI
184,13,CLE
15,52,LAC
1629618,24,DEN
1630691,24,DEN
1718,34,BOS
894,22,MIL
77858,43,LAC
2554,20,GSW
77859," ",LAL
291,54,BOS
200838,51,BOS
77861,33,ATL
1629033,1,DAL
897,23,PHX
456,45,IND
445,10,CLE
77864,32,PHX
2565,10,BKN
202353,21,UTA
1631342,29,SAC
203486,22,CHA
203101,18,PHX
77865,45,GSW
2750,24,DAL
1641764,2,GSW
1627751,19,TOR
1629738,77,BOS
77866,12,LAC
77867,17,LAL
1513,66,SAC
77868,15,GSW
178,0,SAC
77869,41,CHI
202347,3,MEM
1629044,11,TOR
1630582,5,MEM
1629673,3,NOP
77870,51,SAC
998,41,MIL
77872,50,BOS
77873,50,UTA
2084,4,GSW
77875,54,DET
1629007,4,DET
77876,1,WAS
345,30,POR
1641854,9,CLE
1629645,7,MIL
1629008,17,BKN
203490,32,TOR
1626171,9,MIL
77863,54,POR
937,33,CHI
1630590,1,MEM
958,20,BOS
1630695,11,IND
200796,7,BOS
203939,7,DAL
2694,21,LAL
2867,12,MIA
1629619,5,PHI
1626181,24,MIA
101232,13,UTA
1627816,22,IND
77879,5,MIL
203515,26,BOS
77881,21,SAC
1630554,10,LAC
201985,12,IND
85,25,WAS
77883,5,LAL
899,25,CLE
77884,36,NYK
101179,14,UTA
77882,34,LAC
77886,null,BAL
203143,9,NYK
1630563,11,LAC
1627752,12,MIL
2419,12,DET
77887,null,WAT
340,12,GSW
1630202,11,BOS
1919,7,WAS
1641765,18,MEM
201172,13,BOS
2038,10,POR
77888,null,PRO
77890,23,MIL
1628681,15,ORL
1899,41,DEN
1642366,21,GSW
2068,7,NYK
77892,14,DET
200809,20,MIA
77893,23,NYK
1631311,22,ORL
1628397,10,MEM
77894,42,CLE
77895,null,BAL
77896,30,OKC
77897,21,IND
129,40,BOS
2209,77,OKC
1893,51,UTA
77899,9,GSW
77900,4,GSW
203545,9,MIL
77901,19,GSW
77902,18,SAC
77903,5,NYK
77904,15,SAS
2080,36,MIN
77905,18,LAL
2762,34,WAS
77906,3,NYK
77907,23,BOS
1630186,3,TOR
77908,null,BAL
1821,42,MIN
1626184,25,DEN
203944,30,MIN
201576,15,GSW
101183,43,PHI
77910,30,LAC
77911,14,BKN
77912,3,SAC
78656,41,DEN
1627753,9,HOU
1630243,12,ORL
1629674,88,BOS
689,50,PHI
202360,11,NYK
77916,7,PHI
200810,12,BOS
77917,44,GSW
77918,96,ATL
77920,43,DEN
77919,3,PHI
77921,20,PHI
77922,null,BAL
1641871,26,POR
1630559,15,LAL
77923,24,PHX
1629729,23,DAL
1442,11,DET
695,3,ATL
2072,22,MIL
1629629,5,LAL
77925,21,SAC
200755,17,PHI
77926,4,SAC
1628432,9,DEN
77927,20-23,SAC
2770,9,MIN
1630194,7,DET
77928,20,DET
203186,35,MIA
77929,19,NYK
1642024,65,PHI
1641810,12,CHA
234,6,DAL
77932,14,SAC
77933,15,BAL
690,52,DET
462,11,CHA
77913,13,PHI
77914,42,HOU
77915,43,SAC
2121,null,CHA
2876,55,MIL
77938,null,BAL
77939,42,SAS
720,14,MIA
77941," ",ATL
77942,null,CHS
981,14,PHI
704,21,MIL
77944,24,MIL
1629244,13,MIN
77945,10,DET
77946,44,MIL
1631197,8,TOR
1518,12,HOU
779,41,MIA
203318,14,WAS
201181,35,MIN
1630208,2,PHX
77950,4,PHI
2202,23,GSW
200978,32,ATL
1626196,0,MIA
1627781,22,SAC
77952,20,NYK
2369,31,CHI
71,24,LAC
782,2,SAC
77954,16,BOS
77955,24,SAC
375,34,MIN
77957,23,CLE
2557,13,OKC
77958,7-9,BOS
2604,0,CHA
1629675,11,MIN
77936,50,HOU
202385,33,OKC
1554,null,MIA
35,44,HOU
77962,12,LAL
77964,31,HOU
1630203,7,PHI
77965,33,WAS
77966,6,WAS
1642258,10,ATL
77967,19,SAC
77968,10,NYK
77969,45,BOS
203085,25,MIN
77970,32,LAC
470,25,ATL
77972,null,PRO
1641857,15,MIL
203460,21,OKC
101194,5,NYK
77973,50,LAL
77975,30,DEN
77979,null,BOM
203148,22,NOP
77977,12,PHI
101160,44,MEM
77978,30,LAL
926,7,SAS
600015,14,SAC
1926,10,SAC
77983,25,ATL
77984,8,BOS
2774,22,CHA
997,5,MEM
77986,43,CLE
361,30,POR
2873,12,BKN
2541,17,DAL
77960,6,NYK
77963,12,ATL
77988,21,SAC
299,3,MIL
77989,8,OKC
381,26,POR
1629010,18,GSW
1629620,55,DET
1683,25,ATL
1629011,23,NYK
101126,10,NYK
77994,1,SAS
1631115,7,ORL
716,20,ATL
203080,15,POR
77993,21,PHX
77996,null,DET
203922,40,IND
77997,52,SAC
77998,35,DEN
1629676,18,NYK
77999,6,PHI
78000,10,DEN
78001,null,CHS
78002,19,GSW
78003,5,GSW
23,10,DET
200771,14,POR
691,21,DET
435,6,TOR
78007,32,SAC
78008,11,GSW
915,54,LAC
964,40,MEM
78010,18,BAL
78011," ",ATL
202375,25,ATL
1628421,7,WAS
1629130,55,DET
1944,32,CHI
78015,14,GSW
200765,1,CLE
399,45,LAC
201565,23,MEM
147,8,IND
78017,15,GSW
78018,18,GSW
78020,15,DET
2624,3,LAC
203082,8,PHX
78021,13,WAS
78022,3,MIN
78023,3,NYK
78024,null,CHS
78025,5,ATL
78026,null,BOM
78027,11,POR
78028,41,DET
78029,50,MIA
78030,12,MIL
200750,3,POR
140,5,ORL
78033,null,DN
32,7,GSW
1626179,2,MIA
201937,13,CLE
2462,4,GSW
78035,11,UTA
78036,52,NYK
204014,3,IND
78037,34,NYK
1913,51,WAS
460,8,PHI
78039,22,LAC
78041,50,WAS
78013,3,SAC
1631157,13,MIL
78014,30,ATL
201575,4,IND
2416,4,LAL
78049,6,BOS
935,9,UTA
78047,4,CLE
78045,32,NYK
1626156,5,DAL
78046,34,CHI
78048,null,DET
201041,23,DET
1630346,37,NYK
717,11,POR
1627734,11,SAC
203135,50,LAL
78050,14,GSW
78051,null,PRO
1642275,31,CHA
927,16,DET
1089,32,SAC
2066,0,BKN
1629677,19,UTA
1629102,44,CHI
203960,14,PHI
2441,7,CHA
78055,50,HOU
202396,24,CLE
1631257,00,HOU
2143,6,PHI
78057,4,BOS
1874,34,CHI
202336,8,MIL
2684,null,SAS
78059,33,PHX
78060,16,BOS
1641766,21,CHI
78043,7,GSW
1641712,21,POR
474,51,PHX
1630846,30,TOR
987,23,MEM
2219,5,ORL
1631204,25,DET
203107,31,WAS
2261,11,DEN
78063,10,LAL
78064,18,GSW
78065,12,BOS
78066,15,PHI
2453,4,DEN
78067,null,WAS
2243,24,BOS
2637,null,SAS
78068,32,NYK
78070,null,CHS
78071,10,LAL
78072,27,ATL
1630648,20,WAS
78073,null,CLR
78074,null,BAL
78075,17,DET
7,24,DEN
78076,4,PHI
78078,6,NYK
88,55,OKC
78080,50,POR
1631248,55,BOS
78081,8,CHI
101195,24,CHI
78082,19-22,ATL
368,55,BKN
78084,54,POR
78085,null,PRO
78086,15,LAL
78061,5,NYK
78062,44,BKN
1642259,20,WAS
96,12,OKC
203471,17,SAC
78091,15,LAL
78092,null,WAS
78093,35,OKC
2449,4,HOU
78094,24,WAS
78095,14,PHX
1064,55,IND
2,,LAL
78097,11,PHX
192,9,ORL
1109,32,MIA
203118,1,ATL
1035,36,CLE
1630286,null,CLE
1630206,0,ORL
78102,20,UTA
1631220,0,DET
78103,45,OKC
1578,24,LAL
907,2,LAC
78105,32,BOS
78106,17,NYK
78107,null,WAT
200757,18,OKC
938,2,MIA
78109,null,SHE
202729,2,MEM
1627782,14,NYK
78110,4,CHI
78111,11,DET
78112,null,AND
78113,11,LAL
78114,15,BOS
200754,18,OKC
78088,25,PHI
78089,null,SHE
1738,5,OKC
201196,9,CHA
78116,32,WAS
1629012,8,CHA
78117,5,PHI
78118,null,CLR
1593,33,BKN
78120,null,INO
78121,22,PHI
201203,22,WAS
1629013,44,NYK
78123,null,PRO
78124,8,BOS
1630545,1,MIN
78125,13,ATL
78126,21,BOS
1630549,20,BKN
1631101,17,POR
201594,42,DET
1117,55,MIA
78128,16,NYK
216,20,LAL
1745,53,PHI
1629621,35,PHI
78130,null,PRO
1642347,23,TOR
78131,4,GSW
78132,11,ATL
203129,20,BKN
1641767,26,IND
1852,15,ATL
1642263,15,HOU
78135,27,CHI
78136,13,NYK
200782,,NYK
1630578,28,HOU
1641729,28,UTA
202338,1,WAS
78141,7,NYK
78142,12,DET
78143,34,LAC
202697,1,NYK
203144,1,MIN
1627783,43,IND
1626296,8,ATL
78144,25,SAC
78145,11,POR
78147,20,BOS
78149,43,OKC
78150,13,SAS
78151,36,ATL
202918,9,PHI
202081,20,PHX
78152,4-27,LAC
1629735,30,ATL
101134,25,MIA
1627732,25,LAC
2250,21,LAC
200759,15,NOP
78153,4,NYK
78154,6,BOS
203613,14,SAS
1628424,23,MEM
1489,22,SAC
1750,32,ORL
1630250,19,CHI
1629014,4,BOS
54,8,CHI
202067,20,HOU
1642354,25,CHA
78157,44,DET
1630285,9,DET
1591,19,PHX
78160,12,ATL
2321,17,PHX
78139,45,GSW
78140,14,PHI
202713,15,DET
201606,44,CHA
202698,31,WAS
101189,3,LAC
78162,26,NYK
78163,5,DET
78164,52,DAL
203491,34,DET
1631376,null,BOS
101,5,ORL
78167,30,BKN
1730,8,LAC
78168,22,OKC
78169,20,LAL
78170,34,WAS
1073,35,TOR
78171,null,BAL
78172,21,IND
1641771,18,IND
2447,8,BKN
202388,15,IND
78173,4,CHI
101166,10,TOR
78174,7,DAL
1629346,6,GSW
1630606,15,ORL
78175,3,SAS
203935,36,LAL
78176,null,BOM
78177,37,DET
78178,10,SAC
78207,43,POR
78209,null,NYK
78202,7,CLE
78203,21,LAL
1627784,7,DAL
78159,11,SAC
1630579,00,MIL
78161,20,SAS
78181,22,GSW
200783,83,MIN
78182,null,BOM
78183,43,LAC
78185,null,LAL
2764,15,ATL
475,34,DAL
1630696,12,MIA
78187,14,NYK
78188,3,LAL
78189,33,BOS
78190,4,MIL
202962,4,HOU
202397,14,CHA
2747,21,DEN
1630188,25,CHI
201160,14,NOP
202536,28,BKN
78191,32,LAC
693,1,MIN
2746,5,ATL
78192,11,MIL
181,30,HOU
78194,34,WAS
78195,2,GSW
1910,35,ATL
63,34,SAC
78197,null,BOS
2065,40,WAS
202701,4,POR
78198,32,ORL
78199,20,GSW
78200,7,LAC
78201,54,POR
78204,10,DEN
78179,null,BOS
1814,3,MIN
203147,0,NYK
1478,1,DAL
1631173,23,PHI
1641890,21,HOU
78208,11,CLE
1629015,5,PHI
1631095,10,HOU
1641733,20,LAL
22,45,IND
1091,55,LAL
78212,null,BAL
1630270,19,CHA
203503,21,NOP
727,20,PHI
78213,11,OKC
2745,30,NOP
78215,14,CHI
78216,17,NYK
1631110,10,SAS
78217,40,ATL
78241,44,IND
317,9,NYK
78243,30,CHI
203917,13,BOS
78244,13,SAC
78245,15,POR
1099,6,CHI
1735,11,MIA
203474,20,MIL
78247,7-11,IND
78249,15,ATL
1086,23,MEM
202362,6,IND
1627293,35,LAC
78250,7,SAC
78251,34,GSW
78205,28,CHI
120,8,ATL
200848,null,PHI
1630597,18,DAL
78253,40,WAS
1529,41,PHI
1125,23,WAS
1565,44,TOR
78256,22,ATL
201880,34,MIN
78257,40,IND
179,23,DEN
78259,17,NYK
78260,8,NYK
78261,11,PHX
204065,5,LAL
304,12,UTA
978,16,SAC
1055,40,TOR
78264,41,PHI
203950,1,MEM
600016,12,SAC
78266,null,DEF
1627754,0,LAC
202933,32,DEN
2852,20,MIL
757,3,POR
101136,20,ATL
78267,23,PHX
201199,8,PHX
78268,16,DET
1631124,3,DEN
78269,34,POR
1065,20,DAL
1110,30,MIA
393,1,POR
78270,16,WAS
78271,25,MIL
1630205,8,MEM
78252,20,SAC
2052,92,WAS
78275,13,BOS
78276,7,NYK
1630591,4,ORL
78277,40,CLE
203096,7,BOS
201969,35,DET
1628410,4,CHA
78654,51,LAC
201180,9,LAL
78278,18,ATL
1743,14,IND
78279,20,SAS
682,3,CLE
78280,6,ATL
78281,2,SAC
357,20,CHA
78283,16,BOS
1628403,50,POR
78284,12,SAC
78285,12,BOS
2552,50,NYK
1631306,21,IND
2741,31,OKC
2031,4,MEM
78286,4,PHX
1628591,null,WAS
202377,19,ATL
78287,null,CHS
1626208,28,IND
1132,54,BOS
1136,43,BOS
440,55,TOR
2657,1,PHX
101147,21,GSW
78291,6,NYK
78273,10,DAL
78274,42,HOU
1629622,1,CLE
204002,40,ATL
78295,3,MIA
78296,14,LAC
101182,21,WAS
78298,23,PHX
1627819,22,ATL
78297,24,BKN
78299,null,HOU
203106,44,CHA
201966,8,HOU
1511,23,DEN
78301,44,GSW
1508,2,HOU
201446,4,LAC
78302,null,DEN
1630678,32,SAC
203116,41,BKN
78303,8,NYK
78304,10,GSW
201952,5,ATL
203104,20,CHI
203141,35,BKN
202066,17,TOR
1628462,4,LAC
78305,34,PHX
1629123,3,MIN
78307,12,WAS
78306,12,MIL
78308,12,ATL
1631207,7,CHI
1629150,10,PHX
1891,3,DAL
1630179,3,MEM
1630257,15,MEM
201934,34,MEM
78293,42,DAL
1630256,8,HOU
1628369,0,BOS
78313,23,DET
78314,45,BOS
1630271,97,SAC
1630560,24,BKN
78316,14,DET
2041,36,WAS
78317,30,LAL
202738,4,PHX
78318,11,DET
1975,5,BKN
2839,null,PHI
78320,20,IND
78321,40,PHX
1519,41,TOR
1903,9,HOU
1629017,13,DET
703,40,NYK
202498,42,NYK
202952,22,PHI
1629744,21,CHI
78322,50,DET
1501,7,MIL
200748,12,CHI
202717,33,LAC
1641708,1,HOU
1641709,9,DET
78323,25,PHX
1631,55,MIA
240,6,ORL
78325,25,DAL
78326,33,DEN
101159,null,PHX
78327,24,MIL
203138,31,PHI
78328,5,BOS
202386,18,BKN
78310,24,CHI
78311,7,GSW
78312,9,DET
202814,21,CLE
78332,44,CLE
78333,5,SAC
202684,13,CLE
1630550,21,WAS
78335,44,OKC
201154,23,LAC
738,34,PHI
9,2,LAL
600001,42,GSW
78340,null,PRO
1629680,4,POR
78341,null,BAL
78342,41,SAC
1629681,35,MEM
78343,22,GSW
1630214,26,BOS
78344," ",WAS
2224,6,IND
47,23,SAC
1627861,10,CHA
78346,19,ATL
78348,44,OKC
78347,39,GSW
201229,43,DET
78349,20,OKC
78350,45,HOU
78351,22,PHI
78353,null,PRO
342,5,UTA
78355,null,DN
78356,3,PHI
202691,31,DAL
78,41,SAC
78331,43,POR
78358,34,ATL
2351,18,HOU
1629308,95,SAC
78359,9,INO
78360,20,DET
1626253,66,DEN
78361,13,DEN
700,51,LAC
78363,null,BAL
78364,2,POR
1626157,32,NYK
78365,11,GSW
1642422,94,LAL
78366,31,DET
78367,31,HOU
1631247,33,CLE
1714,32,CLE
718,20,MIN
1629018,5,MIL
2244,4,DEN
78651,12,WAS
1629019,14,NYK
78368,28,DET
78369,7,DET
2456,14,MEM
2054,25,PHX
78370,26,ATL
1631131,34,UTA
78371,20,BOS
201169,29,PHX
141,21,WAS
78374,17,PHI
1629730,59,MIL
78375,6,NYK
101142,32,LAL
1631210,00,ATL
1630167,1,IND
78357,null,WAS
78378,21,DEN
202323,1,PHI
78379,9,SAC
78380,16,NYK
78382,null,WAS
78381,31,ORL
1819,40,HOU
1626167,3,MIL
1943,5,BOS
78386,50,CLE
78387,13,POR
78388,27,SAC
189,1,PHI
202719,4,GSW
78390,41,DET
78391,14,NYK
1641816,5,DEN
1642281,20,CLE
202775,1,WAS
202327,33,MIL
2137,3,SAS
101146,1,TOR
1627755,8,PHX
1630649,17,SAS
78392,41,WAS
78393,null,BAL
78394,5,DAL
202685,17,DEN
78395,1,POR
1627756,45,UTA
78396,42,DEN
78397,33,ATL
78398,5,PHX
78399,4,SAC
78401,17,NYK
2045,15,ORL
78377,1,WAS
78385,34,GSW
1627832,5,HOU
78402,11,CHS
78403,25,LAC
1629020,2,LAL
78405,18,NYK
78404,55,DEN
78407,30,PHX
2128,22,WAS
2237,50,DET
202363,40,PHI
202349,21,NOP
1630170,24,SAS
78409,10,ATL
710,42,ORL
1521,11,UTA
1626173,20,MIL
78411,17,BOS
919,35,LAC
78413,17,POR
78414,50,POR
202686,24,WAS
78415,2,MIN
1628426,7,SAC
78416,31,DAL
101111,3,DET
1629216,7,LAL
78418,3,DAL
78417,11,ORL
200790,11,NOP
1844,11,OKC
78419,54,CLE
78420,null,DN
78421,8,ATL
78422,null,BAL
203943,32,BOS
89,31,LAL
1496,2,BKN
78406,4,CHI
2761,4,NOP
2756,18,LAL
1641774,00,WAS
202696,9,CHI
1629731,32,CLE
2548,3,MIA
78426,10,GSW
101144,1,HOU
78427,17,DET
2402,2,CLE
78428,null,SHE
1630532,22,ORL
78429,25,LAL
1629021,21,ORL
1630688,12,PHX
203079,18,CLE
78430,31,IND
78431,15,DET
78432,41,PHX
78433,41,UTA
952,24,BOS
78434,13,BAL
78437,20,WAS
78436,1,CLE
1631133,33,PHI
1641716,5,IND
78439,24,DET
202689,8,DAL
78440,15,NYK
1630640,21,PHX
78441,20,WAS
955,52,LAL
78442,42,OKC
1629022,16,PHI
202322,1,LAC
78423,20,OKC
1037,11,LAC
78425,52,UTA
78443,null,HUS
739,30,POR
1627820,9,LAC
78444,16-34,ATL
78445,15,BKN
78446,20,GSW
1641775,27,BOS
101190,null,MIA
1642266,14,TOR
777,23,BKN
78447,5,INO
78448," ",ATL
78450,32,POR
78449,11  12,MIL
2575,4,LAL
1628476,14,DET
202954,9,WAS
78453,9,SAC
369,17,NYK
78455,6,CHI
78456,15,SAS
203810,17,PHI
78457,27,SAC
1642276,7,MIA
78458,33,PHI
78459,23,GSW
78460,20-30,MIL
1627866,32,DAL
78461,null,CLE
203933,24,NYK
202378,13,LAC
78462,12,WAS
101124,21,MEM
78463,50,GSW
1627395,4,MEM
1630273,null,ORL
1641717,22,OKC
2222,45,CHA
961,22,TOR
1540,14,DEN
78466,12,ATL
78467,3,LAL
1629023,25,DAL
78468,31,SAC
78470,20,WAS
78471,42,BKN
1630613,1,CHA
1631102,14,LAC
1629139,18,MEM
1629682,51,WAS
1630322,43,SAS
1630570,12,PHI
201208,31,SAC
1641817,28,LAL
201228,32,GSW
320,15,UTA
1631212,8,DEN
78474,12,BOS
78473,00,OKC
203146,2,PHI
204033,31,SAC
204037,21,NYK
221,30,PHI
78475,12,WAS
1629683,15,GSW
201602,5,OKC
78477,10,MIL
78478,41,BOS
892,4,ATL
1627821,0,BKN
185,4,SAC
1627362,3,HOU
78479,null,PRO
1067,42,WAS
200827,35,SAS
78464,10,BKN
78465,31,BKN
78483,null,JET
78484,25,SAS
78485,8,CHI
78486,26,BOS
1719,24,POR
1528,35,DAL
1642377,0,MEM
78488,30,HOU
78489,23,WAS
1846,40,PHI
2412,44,BOS
1629118,45,DEN
1641705,1,SAS
82,34,CHI
438,41,DEN
78494,null,CLR
1631104,1,POR
133,4,CHA
78495,21,SAC
2561,3,NOP
2753,13,BOS
28,2,MIN
78497,44,LAL
201238,6,ATL
770,41,PHX
78499,15,WAS
201566,18,SAC
78500,44,PHX
78501,25,ATL
101156,54,UTA
941,1,CHI
1545,6,MEM
78504,11,IND
1755,5,DEN
78506,5,BOS
1629632,0,CHI
78482,8,SAC
201603,24,TOR
78509,23,GSW
1631298,10,OKC
1751,55,WAS
200778,4,NYK
78510,10,BOS
1627855,15,WAS
2206,3,DEN
78512,22,LAC
203091,30,SAC
78513,10,HOU
202358,23,PHX
78515,10,DEN
1628510,4,ATL
1641727,0,BKN
1627785,12,BKN
78516,6,GSW
1126,20,TOR
202355,21,UTA
730,23,TOR
1641715,1,WAS
78519,43,SAC
43,12,WAS
204222,3,DEN
203963,42,IND
78520,21,POR
78521,17,ATL
78522,71,SAC
1630580,11,DAL
1630598,21,OKC
203952,22,MIA
78523,23,HOU
1629623,28,MIL
78524,9,CHI
203912,23,LAC
2404,44,LAC
1628401,9,BOS
78507,12,LAC
78508,34,ATL
78528,11,DAL
78529,41,SAC
78530,19,ATL
78531,33,DEN
78532,52,LAL
78533,34,CHI
2863,8,OKC
1122,21,ATL
78534,55,NYK
78537,45,UTA
78538,38,LAC
2366,29,OKC
1425,34,BKN
1626210,15,PHX
1631214,15,WAS
1541,20,TOR
78539,7,BOS
78540,35,HOU
78564,33,LAL
1585,17,GSW
1630314,10,DAL
433,52,BKN
78547,11,LAC
78541,15,CLE
78543,12,DET
1642262,5,UTA
101258,12,CHI
101114,31,UTA
202682,3,MIN
78545,20,UTA
1631495,8,GSW
78546,52,PHX
202343,25,PHI
677,null,BOS
2421,30,NYK
78526,12,LAL
1628451,21,BKN
78527,21,LAC
1006,32,IND
73,18,CLE
1631114,8,OKC
1715,44,MEM
101214,31,CLE
2398,22,CHI
1631119,6,OKC
966,31,DET
78554,24,WAS
1629140,19,LAL
202716,20,BKN
200818,30,SAC
1629026,34,OKC
78556,42,OKC
31,43,DAL
101150,6,ATL
1642013,null,TOR
200766,5,BKN
201173,2,LAC
1631109,15,PHX
101107,20,ATL
52,4,MIN
78558,35,SAC
78560,12,OKC
2590,52,MIL
42,5,ORL
78561,33,SAC
1631466,19,LAL
1630172,44,CHI
78566,31,DEN
78571,13,NYK
199,34,DEN
202130,55,GSW
78563,25,UTA
78565,21,DEN
1629684,2,CHA
78549,1,OKC
78550,34,WAS
201157,56,BKN
1742,3,OKC
200761,3,IND
