PERSON_ID,JERSEY_NUMBER,TEAM_ABBREVIATION
76756,26,PHI
1631241,0,TOR
2782,null,NOP
76757,4,NYK
76758,7,NYK
76760,8,BAL
101112,9,PHX
76761,25,POR
76762,null,HUS
1641788,17,DAL
76763,null,BAL
76764,10,GSW
2673,15,ATL
76765,null,DET
1628365,20,SAC
1444,51,SAC
1641847,null,DEN
76767,25,CLE
1642277,12,IND
76768,7,PHI
1629117,35,BOS
2429,50,MIL
202070,24,MEM
1629655,21,DAL
101184,35,PHI
76769,null,WAT
76770,5,BKN
2558,34,ORL
1628982,6,OKC
76752,24,CHA
202690,32,SAC
1641945,null,MIL
204038,2,IND
76774,20,PHI
333,40,BOS
76776,null,WAS
200816,15,TOR
2682,10,NOP
101128,32,SAC
76778,14,LAL
76780,21,BOS
1627868,29,ORL
1629636,10,CLE
76781,24,DEN
76782,22,GSW
76783,17,LAL
1612,2,TOR
76785,20,DAL
708,21,MIN
1831,20,BOS
1628656,3,NYK
76786,0,HOU
1051,22,MIN
203197,8,UTA
76788,14,LAC
1630585,0,CHA
76789,24,CHI
76790,5,LAC
76791,55,CLE
1619,3,DEN
1727,8,ORL
1630586,12,GSW
76793,30,LAC
1630568,52,BOS
201188,14,MEM
2200,16,LAL
76794,null,AND
76772,55,UTA
76773,10,NYK
201568,12,MIL
76797,10,ATL
1845,4,SAS
1627771,9,DET
1002,4,SAS
202087,15,CLE
761,52,CHA
76800,5,GSW
1641718,3,UTA
1642273,18,WAS
202331,8,PHI
76801,12,BKN
1627875,13,MIN
76802,22,SAC
76803,30,BKN
76804,44,SAS
76805,null,PIT
76806,40,NYK
76807,21,LAC
200789,1,CLE
76808,18,ATL
1626780,3,DAL
76809,15,LAL
76810,35,DET
201959,67,CHA
76811,null,WAT
201592,4,BOS
1630581,3,CHI
201821,2,MEM
1628385,20,SAC
1628983,2,OKC
1630264,16,WAS
2109,4,IND
383,13,BKN
76812,50,SAC
1631221,12,PHX
423,32,GSW
930,44,CHA
200752,22,GSW
600014,53,CHI
76817,48,POR
76818,null,CHS
1631367,14,CLE
1938,20,SAS
76819,21,ATL
202148,32,GSW
76820,null,JET
76821,25,MIN
76822,10,ATL
76823,20,LAL
76824,16,PHX
76825,28,BOS
1901,22,ATL
2601,35,OKC
76826,43,BKN
203497,27,MIN
76827,35,MIN
76828,6,GSW
76829,null,WAS
924,5,DEN
101155,15,MIN
76830,22,DEN
76831,3,PHX
2400,90,CLE
76832,25,LAL
1864,30,CHI
203462,10,PHX
1629164,00,CLE
1630692,23,PHX
76833,null,PRO
203932,32,DEN
2732,7,CHI
204079,30,PHI
201569,23,PHI
76813,null,WAS
288,5,BKN
76815,3,ATL
202726,0,LAL
76837,14,PHI
76838,23,GSW
1628984,4,POR
37,21,PHI
101121,12,TOR
76843,11,BOS
76841,44,GSW
76842,25,ATL
101211,26,IND
1626203,2,CHA
76844,50,DAL
97,20,BOS
101122,22,IND
76847,11,CLE
258,55,MIA
76850,20,LAL
202,14,LAC
285,9,PHI
265,44,WAS
270,54,CHI
203924,9,POR
1626170,22,CHI
76852,11,GSW
1514,45,UTA
76853,33,LAL
1629055,15,OKC
76854,null,SHE
1629755,12,ORL
201189,33,CHI
1070,9,HOU
1516,22,ATL
1026,2,BKN
76859,15,SAC
1627982,5,PHX
101162,13,WAS
1641789,00,OKC
76836,9,NYK
76863,4,BOS
76865,18,MIL
920,45,LAL
1631260,20,MIL
101209,null,LAL
203110,23,GSW
203475,11,DEN
101123,14,BOS
203210,1,GSW
1630224,4,PHX
1629750,31,DET
201145,32,HOU
76867,20,NYK
1630182,10,CHA
76868,3,NYK
76869,21,PHI
600011,16,PHX
1036,9,ORL
76872,25,PHI
76873,23,SAS
76874,13,UTA
76875,30,IND
76877,28,WAS
76876,21,CHI
76878,24,IND
201192,0,DEN
76879,14,UTA
2584,34,PHI
201590,13,SAC
101158,5,BOS
76880,22,PHI
76881,33,CHI
76882,15,PHI
2696,3,MIL
76883,9,POR
76884,43,LAC
1630564,0,SAS
76861,40,IND
76862,40,MIA
2204,41,MIN
76888,25,PHX
76889,30,SAS
201981,32,PHX
76890,35,UTA
76891,17,NYK
1629656,5,PHI
1575,54,SAC
76893,null,PRO
76894,5,DET
76895,30,POR
76896,32,LAL
76897,null,INO
101219,16,ATL
76899,18,NYK
76900,20,BOS
76901,35,SAS
1629741,23,MEM
76902,19,NYK
1631338,16,CHI
1631243,18,ATL
339,7,PHX
76903,51,MIN
76904,54,CLE
76905,null,PIT
76906,11,GSW
76907,null,DN
76908,10,PHI
76909,null,GSW
203268,12,BKN
1629657,7,MIA
2062,11,CHI
2775,5,POR
1629060,28,LAL
201632,98,MEM
203199,20,ORL
76887,35,WAS
1559,44,DAL
201933,91,BOS
76914,null,CHS
76916,52,LAL
76917,45,DET
201612,1,SAS
203798,19,CHA
2409,12,MIL
76918,null,BAL
76919,11,PHI
76920,35,INO
917,54,BKN
1630169,0,IND
76922,11,POR
1628985,14,OKC
1629743,45,ORL
1631160,55,SAS
1630221,15,OKC
200837,42,WAS
1641790,16,CHA
1629788,9,DAL
76923,42,ATL
1032,8,MIL
984,42,BOS
76925,null,WAT
1627772,25,ATL
76926,12,LAL
202706,25,DEN
203120,41,BKN
76927,null,JET
1888,32,DET
76928,23,DET
76929,30,LAL
676,55,HOU
1985,42,DEN
67,20,DEN
1627773,20,DAL
1630181,14,MIA
76912,16,ATL
76913,10,DET
1630204,19,POR
1628605,null,MEM
76937,33,SAC
76938,null,INO
76939,null,BAL
203162,23,IND
76942,20,UTA
76940,20,SAC
76941,22,OKC
2580,6,ATL
1682,34,BOS
76944,24,DEN
202376,44,CLE
358,1,ORL
896,10,GSW
203501,10,DEN
201935,1,LAC
76945,17,DET
76946,23,WAS
76947,24,DET
1630702,1,DAL
76948,11,UTA
76949,9,AND
1641989,16,UTA
203090,8,SAC
76950,21,NYK
76951,21,ATL
76952,40,PHI
157,12,DAL
1629607,2,NOP
202712,32,ORL
166,4,CHI
1631199,13,BOS
1723,15,UTA
202725,55,NYK
2492,21,DAL
1052,44,UTA
76935,5,BOM
76936,20,BOS
76957,34,LAC
76959,13,BOS
76958,3,SAC
2734,34,DAL
203548,2,LAL
203914,11,MIL
1630223,00,NYK
203925,12,DET
1630284,8,HOU
446,12,BKN
202412,6,CLE
200839,33,HOU
76960,20,HOU
202227,12,MIA
76961,43,BOS
1626151,9,CHA
1626150,5,MEM
76962,3,LAL
2758,13,IND
1627885,0,MEM
2078,6,SAC
1628404,3,NYK
1628392,55,OKC
176,4,LAL
2051,4,DEN
321,43,IND
76965,14,PHX
2617,40,MIA
76967,8,LAL
76966,10,OKC
76968,10,ATL
2213,35,CHA
76969,17,GSW
1630573,30,BOS
76970,17,BOS
201150,00,PHI
2454,10,DEN
970,24,NYK
76956,23,PHX
1038,29,HOU
76974,null,INO
1138,7,BOS
76975,11,BKN
76977,33,LAL
76978,32,PHX
101236,44,HOU
76979,11,WAS
2553,22,WAS
1629637,11,LAL
1630165,7,CLE
76980,50,CLE
1628502,21,PHX
202330,33,OKC
202351,11,MIN
2217,33,WAS
76981,24,OKC
76982,3-10,BOS
76983,42,ATL
101129,13,HOU
1049,10,MIN
76984,11,WAS
76985,24,PHX
76986,14,NYK
76987,55,HOU
76989,20,BOS
673,44,ATL
1538,45,CLE
76990,null,ATL
76991,3,PHI
76993,12,BOS
201945,12,CHA
1764,52,MEM
76992,40,MIL
76994,12,GSW
76972,42,PHX
765,33,PHI
1641722,24,NOP
76999,12,SAC
1630565,50,PHI
77000,26,PHI
77004,16,DET
77001,11,SAC
77002," ",BOS
1627988,4,MEM
77003,4,PHX
202333,7,NOP
203089,31,MIL
1667,12,MIL
77006,null,DN
77007,10,BOS
1629608,20,TOR
1627823,41,TOR
1626195,9,NOP
1914,12,DEN
61,21,HOU
200835,5,DET
1629639,14,MIA
77010,15,DET
77011,4,BOS
77012,30,GSW
77013,31,DET
77014,17,BOS
77015,35,NYK
1626209,44,ORL
201579,34,IND
77016,null,PRO
1628439,4,NYK
77017,55,CHI
201581,21,CLE
1627741,7,GSW
202809,11,CHA
1848,32,SAC
76996,6,HOU
1641707,0,UTA
76998,4,GSW
1629312,7,BKN
77023,12,GSW
2403,42,DEN
77024,24,ATL
77025,24,ATL
77026,20,GSW
201588,7,IND
255,33,DET
201195,35,PHI
201941,27,LAL
1630792,33,PHI
203524,18,ATL
201631,51,OKC
238,32,CLE
1626199,24,DET
77028,30,IND
77029,32,LAC
2550,12,CHI
77030,6,CLE
1630207,14,MEM
77031,3,BOS
200823," ",MIA
1629658,8,OKC
202359,11,MIL
1641793,55,LAL
101125,32,DEN
77034,14,MIL
77035,3,BOS
77036,14,BAL
77037,20,DET
77038,14,NYK
697,32,CHI
77039,null,BAL
2450,23,CHI
1628988,0,HOU
201950,5,POR
925,9,BKN
77021,1,DEN
77022,11,PHX
77042,12,CHI
1641842,5,DET
77043,14,POR
200797,5,LAC
77044,22-24,DET
1626178,2,BKN
1626158,22,WAS
1631096,7,OKC
77045,10,LAL
77046,6,CHI
77047,6,POR
77048,11,NYK
77049,9,DET
77050,10,SAC
1630258,null,WAS
1532,25,MIL
202715,3,SAC
203918,22,LAC
1641720,17,PHI
77051,12,NYK
77052,9,PHI
77053,42,CHA
77054,20,BKN
203816,24,OKC
77055," ",LAL
77056,34,DEN
201143,20,GSW
77057,42,MIL
77058,24,LAL
204,14,UTA
202862,31,BKN
109,25,LAL
77060,32,WAS
77061,25,NYK
77062,17,DET
77040,14,LAL
77041,null,INO
204066,30,CLE
77064,17,ATL
77065,41,DAL
2730,39,LAL
77066,40,CLE
1641724,13,ORL
2572,8,DAL
436,5,WAS
1630210,00,DEN
77067,14,UTA
77069,32,DET
1128,43,UTA
1629739,52,HOU
77070,16,DET
77072,null,PRO
1631309,12,HOU
201991,14,BOS
77074,23,ATL
1607,16,MIN
1626273,9,LAL
1628989,13,CHI
203962,34,OKC
1630643,32,IND
1572,7,TOR
77077,1,DEN
1630190,19,POR
77078,3-12-44,DEN
1716,0,WAS
1965,3,DAL
1630574,55,NYK
203133,4,MIN
77080,42,LAC
2415,40,MEM
1629353,8,ATL
77081,5,MIL
2743,43,BKN
77082,33,LAL
1631216,33,ATL
275,20,NYK
780,35,GSW
1629631,12,CLE
77084,41,WAS
283,11,DET
201629,50,ATL
1626154,28,BOS
2212,45,ORL
1626205,32,MEM
310,12,SAC
77086,null,HUS
1630562,20,MEM
77087,15,CLE
77088,null,CHS
1628990,1,PHX
77090,4-15,LAL
77091,16,SAC
1630538,8,MIN
77092,43,UTA
201586,25,MIL
1642345,11,PHX
2738,9,GSW
980,11,CLE
101148,9,BKN
101141,77,MIL
77093,30-35,LAL
77094,24,ATL
204060,7,MIN
203996,17,MIL
201281,20,LAL
1627742,3,TOR
1631127,55,SAS
77095,22,LAL
202681,11,DAL
1628371,1,ORL
77097,44,DEN
77098,13,DAL
2599,34,BOS
77083,15,CHA
201805,31,GSW
101127,55,POR
1628935,5,HOU
77099,11,SAC
1517,24,SAC
202132,9,CLE
201616,41,CLE
1627743,11,HOU
1628402,5,PHX
1641713,45,MEM
1630543,22,IND
1114,2,SAS
1983,5,TOR
754,24,DAL
1628367,55,TOR
1628382,44,MIN
77103,null,PHI
2739,6,CLE
1531,44,PHI
349,31,NYK
77105,6,DAL
77106,17,NYK
203510,55,DAL
1631245,29,IND
77107,2,IND
1872,50,WAS
202704,7,PHI
77109,7,MIN
1536,3,SAS
77100,23,LAL
77110,7,CHI
77111,30,OKC
1641748,44,MIL
1628991,8,MEM
1631218,32,GSW
2418,23,PHX
1631093,23,DET
2767,7,ATL
1628411,4,POR
202345,7,BKN
77116,14,BAL
1080,42,CLE
1744,31,OKC
1629713,10,SAC
2229,8,MIA
1628455,55,PHX
1906,25,CHA
1712,4,WAS
1942,40,LAC
77120,null,DEF
77122,null,BAL
1631170,11,MIA
2060,55,MIN
77123,13,LAL
1630610,33,MEM
101180,33,IND
201605,15,MIN
77125,null,BAL
77126,11,POR
2423,6,TOR
201785,0,WAS
2744,25,UTA
1628518,11,ORL
203928,21,BKN
200971,2,CHA
2210,22,BKN
1629610,3,CHA
2407,1,NYK
1641998,50,NYK
202724,31,GSW
1642450,24,DET
2798,5,DET
203098,30,ATL
201943,11,MIL
76482,23,UTA
77114,24,HOU
77115,23,UTA
203108,55,DAL
1629660,2,MEM
201998,5,SAS
203511,17,OKC
200817,5,SAC
1630198,11,OKC
1642358,4,WAS
200792,30,MEM
1628993,24,MIN
101161,5,TOR
77131,12,GSW
1533,8,IND
202356,7,POR
77132,12,SAC
422,6,SAS
1629168,13,ORL
1627744,10,LAC
77130,2,HOU
1629661,23,DEN
201291,5,NOP
77133,15,GSW
202419,20,MIN
203187,23,UTA
77135,34,LAL
77136,45,IND
1626177,44,OKC
683,30,CLE
77138,8,POR
77139,5,DET
1630525,13,TOR
1746,4,NYK
77141,3,BOS
2035,1,DEN
698,8,SAC
77144,15,ATL
77145,15,UTA
1137,21,NYK
77129,51,SAC
201973,21,DET
77151,null,DEF
201274,44,ATL
1630552,1,ATL
201949,16,IND
2207,7,BOS
77152,27,OKC
77153,33,CLE
1629640,3,SAS
2256,54,MIA
77154,00,POR
1630553,45,BKN
1642352,16,MIA
134,7,PHX
1641749,18,CHA
913,2,CHA
2669,54,NOP
77159,21,GSW
77142,32,LAL
77160,8,MIL
77168,43,CHI
77161,11,PHX
203910,3,HOU
77162,18,SAC
204179,14,MEM
203111,11,IND
77163,33,SAS
77164,26,BOS
77165,52,LAL
1626169,14,UTA
77166,31,LAC
77134,33,SAC
201234,10,NOP
204020,10,SAS
77167,15,DET
202325,4,LAC
77147,6,HOU
77149,null,GSW
77150,25,WAS
77172,54,LAL
2264,42,PHI
77173,21,DAL
77174,2,MIN
77180,20,BKN
77193,24,PHI
200784,11,PHI
77175,27,PHI
1630637,22,CHI
279,27,WAS
77178,null,PHX
1869,2,LAC
1641732,1,DET
2563,30,MEM
1627745,30,CLE
1800,19,CLE
1641794,33,NYK
202346,20,DAL
963,13,BOS
101204,27,CLE
77182,13,CHI
224,6,MIA
77184,44,SAS
2410,2,IND
1630529,2,NOP
1642403,3,DET
77185,12,SAC
1627883,21,CLE
2592,1,MIA
1629203,10,LAL
77186,15,WAS
77187,27,BOS
1908,20,CLE
77188,25,BOS
1630539,23,DAL
77170,33,POR
77169,6,GSW
203999,15,DEN
1630222,15,SAC
77195,15,GSW
77191,20,SAS
461,54,DAL
77192,33,BKN
77194,34,POR
2652,31,PHI
200780,44,ATL
1642461,21,DEN
77197,23,POR
203093,6,HOU
1630200,30,CHI
1626145,2,ORL
77198,9,PHI
77199,null,INO
77201,24,IND
77202,5,DET
77203,22,LAC
203103,3,OKC
1627884,5,LAC
1817,1,DEN
201599,9,NOP
77205,15,BKN
202366,9,BKN
893,23,CHI
674,31,MIN
77208,55,PHI
77209,40,CLE
77210,29,SAC
77211,16,LAL
77212,6,PHI
77213,null,PIT
202709,10,ORL
2123,32,DEN
1631107,5,MIA
77215,22,BOS
77189,35,HOU
2891,7,ORL
90000,null,BKN
77219,23,LAL
2549,35,LAC
1626163,33,PHX
77221,9,GSW
2574,72,TOR
77222,null,PIT
203508,10,BKN
201207,22,LAL
77223,22,SAS
77225,null,HUS
2435,41,ORL
77226,null,WAS
77227,44,LAC
201619,14,CLE
77228,null,CHS
1642530,8,CHI
77229,53,DAL
77230,7,GSW
77231,3,PHI
228,32,UTA
77233,43,DAL
1631211,3,MIA
77235,50,UTA
77236,33,IND
77237,14-24,BOS
203527,30,LAL
77238,6,BOS
77239,11,OKC
77240,5-30,DET
431,40,OKC
77242,34,GSW
1628379,3,ATL
202810,12,CLE
77243,null,HOU
77244,34,OKC
77319,14,BAL
1629662,28,BOS
77217,null,CHS
77218,6-17,NYK
77248,43,PHI
70,25,CHI
77249,15,DET
760,25,POR
77251,33,MIA
1631117,24,UTA
1930,0,CLE
1630296,12,MEM
705,31,CLE
2751,38,POR
467,5,BKN
1629742,15,UTA
77254,43,PHI
203077,9,CHA
77255,21,SAS
77256,10,DET
77257,20,LAL
77258,51,UTA
203930,0,BKN
77259,7,HOU
77260,16,LAC
77261,21,DET
77262,21,CLE
77263,15,BKN
77264,30,WAS
12,17,MEM
77266,null,BAL
701,20,PHI
77268,15,PHI
1562,51,WAS
77270,21,LAL
728,13,TOR
1629663,23,PHI
77272,22,WAS
77273,51,SAC
1101,45,OKC
77246,9,SAS
77247,10,PHI
1801,44,ORL
1905,47,UTA
203945,53,CLE
77278,16,ATL
1630557,24,ATL
77279,5,NYK
77280,42,OKC
1123,54,ORL
954,30,BKN
1628467,14,LAL
170,35,BOS
101132,11,DEN
77283,7,DET
1641752,34,DET
77284,null,BAL
77285,6,DET
1642261,4,LAL
77287,3,NYK
2688,10,HOU
202688,20,DAL
1510,2,CLE
1630233,13,NYK
1861,11,PHX
77288,38,POR
77289,43,NYK
969,44,LAL
77291,19,NYK
77292,10,PHI
1628995,31,GSW
77294,12,UTA
77295,21,HOU
1642278,13,NYK
1631132,10,ATL
77296,null,AND
77297,15,NYK
402,45,ATL
1629723,46,MEM
77276,null,DEF
77277,22,BOS
200814,8,MEM
101117,8,LAC
2594,26,PHI
77302,55,SAC
77303,null,JET
77304,9,BOS
201585,41,SAC
77305,22,WAS
77306,41,DEN
77307,21,GSW
77308,50,PHX
77309,null,BAL
77310,null,BAL
203139,55,DET
77311,32,LAL
1630249,27,ATL
77312,20,BOS
77313,11,OKC
77314,44,CHI
2420,4,BKN
1474,42,MIL
77316,33,BOS
77317,null,WAT
77318,7,BKN
77322,12,NYK
389,7,CHI
1629083,98,CHA
77323,44,HOU
77324,25,WAS
77325,25,LAL
1629066,00,BKN
201633,31,GSW
2825,11,OKC
1628398,18,MIL
203136,1,GSW
1628999,00,MIA
77300,50,WAS
77301,8,MIL
1628436,7,SAS
1631222,12,LAL
1601,5,CHI
77340,35,LAL
203897,8,SAC
1627746,7,SAC
77326,44,SAC
363,44,MIN
201802,0,BOS
100263,40,DET
77329,null,CLR
77330,11,LAL
1630237,40,GSW
203117,1,ORL
203087,26,SAC
77331,24,CLE
77332,3,POR
2573,15,PHX
77333,11,PHI
2253,21,MIA
1629111,31,MEM
201171,7,SAC
202068,7,NYK
77335,30,DEN
457,28,PHX
226,21,CLE
1892,21,CLE
101247,3,SAS
1629641,35,UTA
2061,14,HOU
600005,16,DET
77338,23,HOU
1627879,27,SAS
77339,34,GSW
203499,8,BKN
1641796,9,MIA
77327,12,ATL
1711,9,DEN
77328,34,DAL
77345,null,SHE
203530,77,DEN
77346,6-16,BOS
77347,16,INO
201151,2,ATL
1629724,23,ORL
202371,31,PHX
77348,null,DET
1630639,0,TOR
1535,55,ORL
201951,4,DEN
1627774,10,BOS
77350,1,PHX
1627747,8,DET
1628388,18,IND
77351,24,PHI
77352,16,GSW
77353,30,HOU
77354,12,SAS
1629665,0,PHX
203495,11,DAL
77356,15,ATL
77357,34,GSW
201584,1,MEM
1627814,10,PHX
101135,10,NYK
77358,20,BKN
77359,9,DET
77360,42,POR
77361,24,CLE
77362,20,BKN
202723,8,MIN
77363,34,LAC
77364,30,PHX
77365,11,MIL
1630240,38,PHX
201186,45,MIA
77342,43,PHX
77344,5-12,MIL
1627215,25,CHI
203458,27,NYK
702,0,MIA
77371,21,LAL
77370,34,MIN
202695,2,LAC
203086,3,MIL
1642502,33,GSW
77372,14,SAC
202727,23,LAC
77373,12,CHI
77374,11,SAS
202720,30,MEM
77375,3,PHI
77376,21,DEN
77377,53,ATL
77385,5,GSW
77379,null,BAL
77380,1,IND
77381,null,DEF
1631171,34,CHI
729,32,TOR
1641721,27,BKN
1900,20,UTA
77383,11,DET
1740,9,OKC
77384,35,BOS
1630575,16,CHA
1630184,13,WAS
77386,30,DEN
77387,30,DEN
1630604,9,BKN
77388,26,DET
203081,0,POR
202391,17,HOU
77793,16,NYK
77367,null,CLR
100,23,WAS
77369,20,ATL
1630587,18,PHX
1641753,8,CLE
988,14,PHX
2733,34,GSW
77392,6,GSW
1024,54,PHX
77394,17,PHI
77395,32,HOU
77396,44,DAL
77397,14,PHI
77398,44,LAC
77399,32,SAS
1100,51,PHX
77401,9,SAC
77402,8,INO
1631254,35,CHI
77403,17,BOM
38,54,MIL
1609,35,OKC
3,43,MIA
1381,25,DET
1627848,36,PHI
26,13,CHI
1626172,55,NOP
201572,11,LAC
1732,13,MEM
2221,24,UTA
201577,33,MIL
943,9-33,GSW
77409,18,BOS
77410,43,OKC
77411,22,WAS
1629712,35,POR
77412,10,CHI
201567,42,UTA
175,53,MIL
1629642,25,MIA
1641726,2,DAL
200768,7,PHI
1628070,8,TOR
77417,20,BOS
77418,32,SAC
77419,10,HOU
203564,24,MEM
77420,20,POR
101249,9,TOR
77421,12,GSW
1731,10,ATL
77422,null,BAL
77423,null,WAS
77424,10,POR
1630994,19,PHX
1641754,5,LAC
1627789,7,PHX
1628399,20,DEN
1626168,41,SAC
248,9,NOP
77426,9,CHA
77427,25,LAL
1627815,9,WAS
1928,11,PHI
931,24,WAS
77428,21,LAC
77429,22,BOS
203159,1,HOU
101178,6,NOP
77432,17,DAL
694,7,HOU
202714,6,ATL
1635,27,PHX
77435,41,ATL
202731,20,DET
77436,5,PHI
77414,34,LAL
77415,35,MIN
77416,6,MIL
2432,6,HOU
1666,12,CLE
2058,35,MIN
77441,null,BAL
203705,11,ATL
1894,50,LAC
77442,30,CLE
2048,21,NOP
1630266,25,NOP
101133,28,IND
77444,19,BOS
328,4,WAS
105,9,PHX
200970,12,GSW
1627748,7,MIL
77447,null,JET
1630177,9,PHX
117,25,WAS
252,32,UTA
77449,24,HOU
1074,12,HOU
77450,null,LAC
1630572,54,TOR
77451,23,SAC
77452,null,JET
1630211,4,ORL
77453,5,NYK
986,34,GSW
1629611,14,BKN
1630544,23,CHA
330,15,LAC
77454,35,WAS
316,50,MEM
1630185,2,GSW
77456,5,UTA
77457,23,WAS
1855,2,DEN
1629122,55,CHA
77439,null,JET
36,78,CLE
77462,4,BOS
77463,24,WAS
1890,31,PHX
1626246,51,HOU
1628374,23,UTA
1752,4,NOP
77464,26,DET
77465,21,GSW
77466,41,POR
681,13,CLE
923,8,GSW
203088,5,LAL
1630230,13,DAL
101185,2,IND
77467,20,SAC
77468,45,OKC
77481,26,IND
77478,42,LAC
77469,35,POR
1628997,16,DAL
201858,35,WAS
1628998,17,IND
733,40,MEM
239,2,LAC
77473,null,BOM
77471,null,PRO
77472,10,POR
1626185,2,MEM
1641798,4,WAS
77474,15,LAC
1629725,3,CLE
1630231,99,UTA
1629103,21,NOP
1629309,null,DET
77458,null,PIT
203906,11,ORL
77460,5,ATL
77479,7,NYK
77480,22,LAL
1631213,13,BKN
469,24,DAL
77482,12,ATL
2046,34,MIL
1628412,15,SAC
2427,8,WAS
763,34,MEM
77483,25,NYK
1629726,24,IND
1628493,9,CHA
1629751,33,MEM
1631097,00,IND
1631255,17,NOP
77484,1,ATL
202083,32,ATL
77485,null,BOM
77486,25,MIN
1630178,0,PHI
101131,54,DET
77487,31,BOS
137,3,HOU
77489,23,ATL
77490,24,CHI
101118,42,CHA
195,11,MIL
77492,22,MIL
77493,8,PHI
77495,36,GSW
77494,16,NYK
201953,6,OKC
201564,3,MEM
1630219,4,LAL
77496,1,SAC
2755,23,SAC
77476,11,DEN
77477,6,ATL
203949,20,GSW
77499,4,ATL
1630540,2,NYK
1642272,20,PHI
203492,3,SAC
737,55,MIN
77500,3,NYK
77502,49,LAL
101119,7,MIN
77503,null,HUS
77504,33,SAC
77505,17,LAL
77506,21,ATL
77507,null,DEF
1820,11,DEN
962,0,BOS
1043,00,PHI
1627775,22,TOR
77509,44,IND
77510,12,DEN
2082,50,DEN
77512," ",GSW
45,21,IND
1630644,8,IND
203468,3,ATL
77513,15,ATL
77514," ",ATL
204456,9,IND
77515,22,WAS
77516,44,OKC
1741,42,OKC
77517,7,HOU
200840,12,MIL
1622,22,HOU
77518,20,OKC
1628571,21,UTA
77497,null,SHE
2788,28,LAL
77498,11,LAC
1365,34,OKC
1630183,3,MIN
77523,44,OKC
203909,14,HOU
203926,7,SAC
77524,30,GSW
77525,13,BOS
1075,42,CHA
77527,41,LAC
686,34,DET
77528,33,UTA
200829," ",PHI
77529,8,NYK
203956,33,OKC
201580,00,SAC
77530,40,LAL
77531,40,NYK
77533,14,MIL
1631121,11,NOP
1503,1,HOU
77534,25,SAC
1630787,null,POR
203585,17,GSW
77536,16,NYK
77535,16,NYK
77537,15,NYK
201187,5,WAS
1450,32,BOS
29,22,OKC
976,0,LAC
77540,43,OKC
77541,12,BKN
77542,7,SAS
77543,40,POR
365,9,IND
1626191,1,BKN
77520,8,PHX
723,20,SAC
1630605,null,DAL
1629162,0,SAS
203463,23,POR
77548,18,GSW
77549,null,BAL
2693,20,UTA
1728,7,ATL
77551,21,ATL
203,10,OKC
77553,54,ATL
77554,5,LAL
77555,25,DET
77556,null,INO
77557,null,BAL
77558,31,PHI
77559,20,SAC
202077,8,PHX
77560,14,NYK
77562,52,NYK
77561,32,SAC
77563,6,ATL
2101,23,PHX
77565,40,DET
203895,52,WAS
77566,11,WAS
201177,4,IND
1629098,58,HOU
77567,22,HOU
77568,null,PRO
2098,3,LAL
1577,4,DEN
201975,20,PHI
77570,21,HOU
77571,8,OKC
77572,17,DET
77547," ",DEN
203590,10,IND
1628035,28,CHI
77575,25,PHX
1629740,44,NOP
1629001,8,GSW
77577,null,PIT
77578,7,NYK
77579,18,LAL
77580,15,DET
77581,null,WAT
1641877,31,SAS
200822,44,TOR
1500,5,BOS
77582,50,SAC
77583,14,PHI
1630241,5,CLE
77584,14,GSW
1629002,4,DET
684,34,DAL
77586,7,MIL
77587,3,CHS
77588,40,HOU
203995,18,PHX
1626175,25,BOS
203114,22,WAS
77589,null,PIT
2036,4,CLE
1628450,null,SAC
77590,15,GSW
600012,99,LAL
77591,30,CLE
77593,19,LAL
77594,null,WAT
101223,null,GSW
101139,6,BOS
2032,3,LAC
1527,20,PHX
2545,31,MEM
1626257,50,DAL
203539,33,DAL
77576,25,PHI
77603,41,SAS
1802,52,SAC
1641706,24,CHA
203121,21,NOP
77602,30,IND
77599,null,BAL
1641801,2,CHI
77600,null,HUS
77601,12,ATL
1641757,22,LAC
1631159,33,MIN
1626259,13,TOR
2034,3,MEM
932,3,PHX
203113,34,DEN
397,31,IND
77604,null,PIT
168,34,CLE
77606,null,PIT
371,6,DET
202407,22,UTA
200794,8,PHI
1629003,20,LAL
1631303,10,POR
114,4,MIA
1642434,27,SAS
77609,11,CLE
77610,8,ATL
65,9,BOS
77612,20,BOS
1631169,8,BOS
202703,41,CHI
1954,11,CHA
1642274,21,NOP
1630558,45,MIA
1628378,45,CLE
1889,24,DEN
292,6,LAL
77605,null,CHS
203183,18,MIL
203502,9,DET
1628513,15,UTA
77618,50,PHI
77619,16,GSW
1749,32,HOU
211,52,MEM
1630596,4,CLE
1630600,15,PHI
77621,41,HOU
1642367,2,TOR
77622,18,GSW
1737,13,CHA
2040,6,NOP
77623,44,MIL
1629690,20,CHI
77624,6,DET
77625,18,NYK
77626,4,MIL
1631320,19,SAC
77627,14,DET
2752,null,POR
1628370,0,SAC
600006,10,NYK
202328,15,MIN
77628,12,ATL
1626242,44,POR
1630541,4,GSW
200081,9,TOR
1629875,22,LAC
77631,7,GSW
1629760,31,NYK
77632,53,DEN
1628500,26,IND
203519,7,ORL
77616,null,AND
417,42,MIN
77614,32,MIA
1630,31,DET
77636,34,DET
77637,53,DET
1631386,76,POR
929,20,DAL
1629630,12,MEM
203961,15,DET
77639,15,DET
77640,35,IND
1629752,16,LAC
77641,20,BOS
77642,17,GSW
77644,55,DAL
356,34,BKN
202721,14,LAL
77647,35,DET
1628537,3,SAS
